original_frame_id,proposal_id,source_layer,control_group,decision,formal_ownership_label,decision_reason,observation_count,informative_observation_count,effective_chain_length,censored_observation_count,ambiguous_neutral_observation_count,posterior_moving_before_censor,posterior_moving_after_censor,aggregate_evidence_before_censor,aggregate_evidence_after_censor,tangent_motion,trusted_finite_physical_edge,short_censored,short_ambiguous,short_moving_evidence,short_static_evidence,medium_censored,medium_ambiguous,medium_moving_evidence,medium_static_evidence,long_censored,long_ambiguous,long_moving_evidence,long_static_evidence
209,frame_209_layer_6,6,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
209,frame_209_layer_10,10,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
209,frame_209_layer_28,28,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,True,True,0,0,0,0,0,0,0,0,0,0,0,0
210,frame_210_layer_0,0,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,True,True,0,0,0,0,0,0,0,0,0,0,0,0
210,frame_210_layer_3,3,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,False,True,0,0,0,0,0,0,0,0,0,0,0,0
210,frame_210_layer_6,6,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
210,frame_210_layer_10,10,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
210,frame_210_layer_28,28,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,True,True,0,0,0,0,0,0,0,0,0,0,0,0
211,frame_211_layer_0,0,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,True,True,0,0,0,0,0,0,0,0,0,0,0,0
211,frame_211_layer_3,3,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,False,True,0,0,0,0,0,0,0,0,0,0,0,0
211,frame_211_layer_6,6,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
211,frame_211_layer_10,10,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
211,frame_211_layer_28,28,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,True,True,0,0,0,0,0,0,0,0,0,0,0,0
212,frame_212_layer_0,0,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
212,frame_212_layer_3,3,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,False,True,0,0,0,0,0,0,0,0,0,0,0,0
212,frame_212_layer_6,6,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
212,frame_212_layer_10,10,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
212,frame_212_layer_28,28,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,True,True,0,0,0,0,0,0,0,0,0,0,0,0
213,frame_213_layer_0,0,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,True,True,0,0,0,0,0,0,0,0,0,0,0,0
213,frame_213_layer_6,6,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
213,frame_213_layer_10,10,ambiguity_116,UNKNOWN,UNKNOWN,tangent_or_repeated_plane_without_trusted_finite_physical_edge,0,0,0,0,0,0.5,0.5,0.0,0.0,True,False,0,0,0,0,0,0,0,0,0,0,0,0
213,frame_213_layer_28,28,ambiguity_116,UNKNOWN,UNKNOWN,insufficient_retained_one_model_compatible_observations,0,0,0,0,0,0.5,0.5,0.0,0.0,True,True,0,0,0,0,0,0,0,0,0,0,0,0
