original_frame_id,q_m,proposal_id,source_layer,formal_v4_label,v5_decision,decision_reason,static_verified_active,drawer_verified_active,static_verified_fraction,drawer_verified_fraction,accepted_causal_disocclusion_events,static_contradiction_veto,drawer_contradiction_veto,finite_boundary_confidence,normal_axis_alignment,tangent_motion_ambiguity,region_directory
195,0.19341339188972073,frame_195_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,7,16,0.35,0.8,0,False,False,0.0,0.09094481758139954,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/017_frame_195_layer_6
195,0.19341339188972073,frame_195_layer_11,11,unknown,UNKNOWN,insufficient_positive_physical_evidence,7,11,0.35,0.55,0,False,False,0.12345679012345678,0.052833387798063514,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/018_frame_195_layer_11
195,0.19341339188972073,frame_195_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,20,4,1.0,0.2,0,False,True,0.1071428571428571,0.04080076378980585,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/019_frame_195_layer_28
196,0.2117328619537343,frame_196_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,13,5,0.65,0.25,0,False,False,0.011848341232227444,0.10142166381335599,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/020_frame_196_layer_0
196,0.2117328619537343,frame_196_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,11,17,0.55,0.85,0,False,False,0.0,0.09077084466954928,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/021_frame_196_layer_6
196,0.2117328619537343,frame_196_layer_11,11,unknown,UNKNOWN,insufficient_positive_physical_evidence,4,11,0.2,0.55,0,False,False,0.22981366459627328,0.05761446767914041,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/022_frame_196_layer_11
196,0.2117328619537343,frame_196_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,20,7,1.0,0.35,0,False,False,0.179372197309417,0.040312051679390615,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/023_frame_196_layer_28
197,0.23088570413786158,frame_197_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,11,4,0.6111111111111112,0.2222222222222222,0,False,False,0.0,0.10059528393735188,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/024_frame_197_layer_0
197,0.23088570413786158,frame_197_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,9,14,0.5,0.7777777777777778,0,False,False,0.0,0.09026081127149792,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/025_frame_197_layer_6
197,0.23088570413786158,frame_197_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,8,8,0.4444444444444444,0.4444444444444444,0,False,False,0.0,0.07534516578464465,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/026_frame_197_layer_10
197,0.23088570413786158,frame_197_layer_11,11,unknown,UNKNOWN,insufficient_positive_physical_evidence,7,10,0.3888888888888889,0.5555555555555556,0,False,False,0.28481012658227844,0.051659397263278894,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/027_frame_197_layer_11
197,0.23088570413786158,frame_197_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,18,10,1.0,0.5555555555555556,0,False,False,0.169683257918552,0.041172482631424034,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/028_frame_197_layer_28
198,0.2468650200273087,frame_198_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,9,5,0.6,0.3333333333333333,0,False,False,0.011600928074245953,0.09979608295326618,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/029_frame_198_layer_0
198,0.2468650200273087,frame_198_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,7,11,0.4666666666666667,0.7333333333333333,0,False,False,0.0,0.09055667119724217,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/030_frame_198_layer_6
198,0.2468650200273087,frame_198_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,5,5,0.3333333333333333,0.3333333333333333,0,False,False,0.0,0.07148865774141455,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/031_frame_198_layer_10
198,0.2468650200273087,frame_198_layer_11,11,unknown,UNKNOWN,insufficient_positive_physical_evidence,5,8,0.3333333333333333,0.5333333333333333,0,False,False,0.21118012422360244,0.06025609442995261,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/032_frame_198_layer_11
198,0.2468650200273087,frame_198_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,15,7,1.0,0.4666666666666667,0,False,False,0.1689814814814815,0.04118951445926611,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/033_frame_198_layer_28
199,0.26164481925107075,frame_199_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,6,0,0.6,0.0,0,False,False,0.0,0.10116952745497027,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/034_frame_199_layer_0
199,0.26164481925107075,frame_199_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,0,0.1,0.0,0,False,False,0.8529411764705882,0.8328756206021865,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/035_frame_199_layer_3
199,0.26164481925107075,frame_199_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,6,0.3,0.6,0,False,False,0.0,0.09029746072162795,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/036_frame_199_layer_6
199,0.26164481925107075,frame_199_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,0.01666666666666672,0.07164691314722738,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/037_frame_199_layer_10
199,0.26164481925107075,frame_199_layer_12,12,unknown,UNKNOWN,insufficient_positive_physical_evidence,6,2,0.6,0.2,0,False,False,0.0,0.1019524099659368,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/038_frame_199_layer_12
199,0.26164481925107075,frame_199_layer_24,24,unknown,UNKNOWN,insufficient_positive_physical_evidence,10,0,1.0,0.0,0,False,False,0.10373443983402486,0.11637757411386525,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/039_frame_199_layer_24
199,0.26164481925107075,frame_199_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,10,2,1.0,0.2,0,False,False,0.18906605922551256,0.04018790126142696,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/040_frame_199_layer_28
200,0.2734369146971839,frame_200_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,0,0.3333333333333333,0.0,0,False,False,0.0,0.10002266167412373,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/041_frame_200_layer_0
200,0.2734369146971839,frame_200_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,0,0.1111111111111111,0.0,0,False,False,0.8088235294117647,0.8279262639674775,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/042_frame_200_layer_3
200,0.2734369146971839,frame_200_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,6,0.3333333333333333,0.6666666666666666,0,False,False,0.0,0.09017506280145542,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/043_frame_200_layer_6
200,0.2734369146971839,frame_200_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,0.0,0.07747890536205582,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/044_frame_200_layer_10
200,0.2734369146971839,frame_200_layer_24,24,unknown,UNKNOWN,insufficient_positive_physical_evidence,9,0,1.0,0.0,0,False,False,0.10504201680672265,0.11792812814405765,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/045_frame_200_layer_24
200,0.2734369146971839,frame_200_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,9,1,1.0,0.1111111111111111,0,False,False,0.19770114942528738,0.040309049135059505,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/046_frame_200_layer_28
201,0.2758790548320902,frame_201_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,0.015945330296127547,0.10002607496745725,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/047_frame_201_layer_0
201,0.2758790548320902,frame_201_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,4,0,0.5,0.0,0,False,False,0.8507462686567164,0.9533822366983237,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/048_frame_201_layer_3
201,0.2758790548320902,frame_201_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,6,0.375,0.75,0,False,False,0.0,0.08991842828023712,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/049_frame_201_layer_6
201,0.2758790548320902,frame_201_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,0.007751937984496138,0.07360086295095704,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/050_frame_201_layer_10
201,0.2758790548320902,frame_201_layer_12,12,unknown,UNKNOWN,insufficient_positive_physical_evidence,6,2,0.75,0.25,0,False,False,0.0,0.08014465934986492,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/051_frame_201_layer_12
201,0.2758790548320902,frame_201_layer_24,24,unknown,UNKNOWN,insufficient_positive_physical_evidence,8,0,1.0,0.0,0,False,False,0.10288065843621397,0.11592244249199445,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/052_frame_201_layer_24
201,0.2758790548320902,frame_201_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,8,1,1.0,0.125,0,False,False,0.1990846681922197,0.04078238063660655,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/053_frame_201_layer_28
202,0.27760910093009805,frame_202_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,1,0.375,0.125,0,False,False,0.0,0.09987089163940005,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/054_frame_202_layer_0
202,0.27760910093009805,frame_202_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,5,0,0.625,0.0,0,False,False,0.835820895522388,0.9295748499301356,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/055_frame_202_layer_3
202,0.27760910093009805,frame_202_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,7,0.375,0.875,0,False,False,0.0,0.08947680655118498,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/056_frame_202_layer_6
202,0.27760910093009805,frame_202_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,1,0.0,0.125,0,False,False,0.0,0.07335771489510308,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/057_frame_202_layer_10
202,0.27760910093009805,frame_202_layer_24,24,unknown,UNKNOWN,insufficient_positive_physical_evidence,8,0,1.0,0.0,0,False,False,0.025316455696202556,0.11568681918424123,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/058_frame_202_layer_24
202,0.27760910093009805,frame_202_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,8,2,1.0,0.25,0,False,False,0.18735362997658078,0.040662728205490384,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/059_frame_202_layer_28
203,0.2815773461555924,frame_203_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,0.0,0.10049709064524208,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/060_frame_203_layer_0
203,0.2815773461555924,frame_203_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,4,0,0.5714285714285714,0.0,0,False,False,0.8059701492537313,0.9866332528877062,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/061_frame_203_layer_3
203,0.2815773461555924,frame_203_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,2,5,0.2857142857142857,0.7142857142857143,0,False,False,0.0,0.08911678392046284,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/062_frame_203_layer_6
203,0.2815773461555924,frame_203_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,1,0.0,0.14285714285714285,0,False,False,0.0,0.07106366722448533,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/063_frame_203_layer_10
203,0.2815773461555924,frame_203_layer_24,24,unknown,UNKNOWN,insufficient_positive_physical_evidence,7,0,1.0,0.0,0,False,False,0.008620689655172376,0.12505549368546448,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/064_frame_203_layer_24
203,0.2815773461555924,frame_203_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,7,2,1.0,0.2857142857142857,0,False,False,0.18912529550827428,0.04042959846783334,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/065_frame_203_layer_28
204,0.28446401290015544,frame_204_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,2,0,0.3333333333333333,0.0,0,False,False,0.01091703056768556,0.10001830952393283,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/066_frame_204_layer_0
204,0.28446401290015544,frame_204_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,0,0.16666666666666666,0.0,0,False,False,0.6865671641791045,0.8081178837373063,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/067_frame_204_layer_3
204,0.28446401290015544,frame_204_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,6,0.5,1.0,0,False,False,0.0,0.0904247697063304,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/068_frame_204_layer_6
204,0.28446401290015544,frame_204_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,0.042857142857142816,0.07208863201797186,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/069_frame_204_layer_10
204,0.28446401290015544,frame_204_layer_12,12,unknown,UNKNOWN,insufficient_positive_physical_evidence,6,3,1.0,0.5,0,False,False,0.010869565217391353,0.11851836206341565,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/070_frame_204_layer_12
204,0.28446401290015544,frame_204_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,6,1,1.0,0.16666666666666666,0,False,False,0.15439429928741089,0.04077714034455038,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/071_frame_204_layer_28
205,0.29123566231989506,frame_205_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,2,0,0.4,0.0,0,False,False,0.0,0.10063236970636046,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/072_frame_205_layer_0
205,0.29123566231989506,frame_205_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,0,0.2,0.0,0,False,False,0.8208955223880597,0.801669355229982,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/073_frame_205_layer_3
205,0.29123566231989506,frame_205_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,2,5,0.4,1.0,0,False,False,0.0,0.08936898675990734,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/074_frame_205_layer_6
205,0.29123566231989506,frame_205_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,0.014285714285714235,0.07025813866629224,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/075_frame_205_layer_10
205,0.29123566231989506,frame_205_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,5,1,1.0,0.2,0,False,False,0.17249417249417254,0.04069218048342749,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/076_frame_205_layer_28
206,0.2996387806033801,frame_206_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,2,1,0.4,0.2,0,False,False,0.0,0.09872817917899179,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/077_frame_206_layer_0
206,0.2996387806033801,frame_206_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,5,0,1.0,0.0,0,False,False,0.8333333333333334,0.9787003472167988,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/078_frame_206_layer_3
206,0.2996387806033801,frame_206_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,5,0.6,1.0,0,False,False,0.0,0.08834191371106319,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/079_frame_206_layer_6
206,0.2996387806033801,frame_206_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,1,0.0,0.2,0,False,False,0.06756756756756754,0.07091713854959517,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/080_frame_206_layer_10
206,0.2996387806033801,frame_206_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,5,2,1.0,0.4,0,False,False,0.14663461538461542,0.04231336836010785,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/081_frame_206_layer_28
207,0.3002295680213606,frame_207_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,2,1,0.5,0.25,0,False,False,0.008810572687224627,0.1003465539551588,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/082_frame_207_layer_0
207,0.3002295680213606,frame_207_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,4,0,1.0,0.0,0,False,False,0.7058823529411764,0.981520098487492,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/083_frame_207_layer_3
207,0.3002295680213606,frame_207_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,3,4,0.75,1.0,0,False,False,0.0,0.08991713400555869,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/084_frame_207_layer_6
207,0.3002295680213606,frame_207_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,1,0.0,0.25,0,False,False,0.060810810810810856,0.06541037542664635,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/085_frame_207_layer_10
207,0.3002295680213606,frame_207_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,4,2,1.0,0.5,0,False,False,0.1523809523809524,0.040548696916509086,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/086_frame_207_layer_28
208,0.3002295680213606,frame_208_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,2,1,0.6666666666666666,0.3333333333333333,0,False,False,0.0,0.09953697441733783,True,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_002/regions/087_frame_208_layer_0
