track_id,label,reason,unique_frame_count,q_span_m,q_span_fraction,static_median_residual_m,static_p90_residual_m,static_max_residual_m,E_static_m,drawer_median_residual_m,drawer_p90_residual_m,drawer_max_residual_m,E_drawer_m,observation_confidence
761,unknown,unknown_low_excitation,5,0.015765555121205144,0.05251166707232335,0.020547000134166212,0.044063806392502354,0.05297855832744657,0.044063806392502354,0.02596575803900585,0.04044710117430646,0.04936120094144073,0.04044710117430646,1.0
762,unknown,unknown_low_excitation,7,0.015765555121205144,0.05251166707232335,0.023182638026090923,0.02997127384686654,0.03684323386340844,0.02997127384686654,0.023767142679125025,0.030339636930925288,0.032477074859602585,0.030339636930925288,0.999999965940203
763,unknown,unknown_low_excitation,5,0.015765555121205144,0.05251166707232335,0.02290432133958971,0.02923376108522952,0.03158919969941332,0.02923376108522952,0.01904457987178166,0.028237532947030616,0.03145830716649161,0.028237532947030616,1.0
764,unknown,unknown_low_excitation,5,0.015765555121205144,0.05251166707232335,0.02276507643966537,0.07582948032396455,0.1093096115317256,0.07582948032396455,0.01432758105712118,0.07240920446269652,0.1099301853560171,0.07240920446269652,0.998960280418396
765,unknown,unknown_low_excitation,5,0.0,0.0,0.02310743936779808,0.030347442527621,0.032195138529128996,0.030347442527621,0.02310743936779808,0.030347442527621026,0.032195138529128996,0.030347442527621026,1.0
766,unknown,unknown_low_excitation,5,0.0,0.0,0.011509970309000455,0.021305129804190102,0.02634994859082642,0.021305129804190102,0.011509970309000021,0.021305129804190054,0.026349948590826337,0.021305129804190054,1.0
767,unknown,unknown_low_excitation,6,0.0,0.0,0.026891446749101072,0.09619110234963499,0.09988860988465495,0.09619110234963499,0.0268914467491011,0.09619110234963497,0.09988860988465513,0.09619110234963497,1.0
768,unknown,unknown_low_excitation,6,0.0,0.0,0.012304700176172741,0.04686708685446106,0.054205337356356464,0.04686708685446106,0.012304700176172738,0.04686708685446109,0.05420533735635646,0.04686708685446109,0.9999997615814209
769,unknown,unknown_low_excitation,5,0.0,0.0,0.022844558664748563,0.0677670592385256,0.08363973780234774,0.0677670592385256,0.022844558664748563,0.0677670592385256,0.08363973780234774,0.0677670592385256,0.9990134835243225
770,unknown,unknown_low_excitation,6,0.0,0.0,0.03221457513655748,0.042257581770533945,0.051012466756531476,0.042257581770533945,0.03221457513655744,0.042257581770533945,0.05101246675653139,0.042257581770533945,0.9999999403953552
