libssh-gcrypt-4:amd64	0.9.6-2ubuntu0.22.04.7	amd64
libssl-dev:amd64	3.0.2-0ubuntu1.23	amd64
libssl3:amd64	3.0.2-0ubuntu1.23	amd64
libstdc++-11-dev:amd64	11.4.0-1ubuntu1~22.04	amd64
libstdc++6:amd64	12.3.0-1ubuntu1~22.04.3	amd64
libstemmer0d:amd64	2.2.0-1build1	amd64
libsvn1:amd64	1.14.1-3ubuntu0.22.04.1	amd64
libswresample3:amd64	7:4.4.2-0ubuntu0.22.04.1	amd64
libswscale5:amd64	7:4.4.2-0ubuntu0.22.04.1	amd64
libsystemd0:amd64	249.11-0ubuntu3.20	amd64
libtasn1-6:amd64	4.18.0-4build1	amd64
libthai-data	0.1.29-1build1	all
libthai0:amd64	0.1.29-1build1	amd64
libtheora0:amd64	1.1.1+dfsg.1-15ubuntu4	amd64
libtiff5:amd64	4.3.0-6ubuntu0.13	amd64
libtinfo6:amd64	6.3-2ubuntu0.1	amd64
libtinyxml-dev:amd64	2.6.2-6ubuntu0.22.04.1	amd64
libtinyxml2-9:amd64	9.0.0+dfsg-3	amd64
libtinyxml2-dev:amd64	9.0.0+dfsg-3	amd64
libtinyxml2.6.2v5:amd64	2.6.2-6ubuntu0.22.04.1	amd64
libtirpc-common	1.3.2-2ubuntu0.1	all
libtirpc-dev:amd64	1.3.2-2ubuntu0.1	amd64
libtirpc3:amd64	1.3.2-2ubuntu0.1	amd64
libtsan0:amd64	11.4.0-1ubuntu1~22.04	amd64
libtwolame0:amd64	0.4.0-2build2	amd64
libubsan1:amd64	12.3.0-1ubuntu1~22.04.3	amd64
libudev1:amd64	249.11-0ubuntu3.10	amd64
libudfread0:amd64	1.1.2-1	amd64
libunistring2:amd64	1.0-1	amd64
libunwind8:amd64	1.3.2-2build2.1	amd64
libusb-1.0-0:amd64	2:1.0.25-1ubuntu2	amd64
libutf8proc2:amd64	2.7.0-3	amd64
libuuid1:amd64	2.37.2-4ubuntu3	amd64
libuv1:amd64	1.43.0-1ubuntu0.1	amd64
libva-drm2:amd64	2.14.0-1	amd64
libva-x11-2:amd64	2.14.0-1	amd64
libva2:amd64	2.14.0-1	amd64
libvdpau1:amd64	1.4-3build2	amd64
libvidstab1.1:amd64	1.1.0-2	amd64
libvorbis0a:amd64	1.3.7-1build2	amd64
libvorbisenc2:amd64	1.3.7-1build2	amd64
libvorbisfile3:amd64	1.3.7-1build2	amd64
libvpx7:amd64	1.11.0-2ubuntu2.5	amd64
libwayland-client0:amd64	1.20.0-1ubuntu0.1	amd64
libwayland-cursor0:amd64	1.20.0-1ubuntu0.1	amd64
libwayland-egl1:amd64	1.20.0-1ubuntu0.1	amd64
libwayland-server0:amd64	1.20.0-1ubuntu0.1	amd64
libwebp7:amd64	1.2.2-2ubuntu0.22.04.2	amd64
libwebpdemux2:amd64	1.2.2-2ubuntu0.22.04.2	amd64
libwebpmux3:amd64	1.2.2-2ubuntu0.22.04.2	amd64
libwrap0:amd64	7.6.q-31build2	amd64
libx11-6:amd64	2:1.7.5-1ubuntu0.3	amd64
libx11-data	2:1.7.5-1ubuntu0.3	all
libx11-xcb1:amd64	2:1.7.5-1ubuntu0.3	amd64
