association_cost,association_model,depth_m,drawer_depth_residual_m,drawer_projective_error_px,drawer_track_axis_residual_m,drawer_track_perpendicular_residual_m,drawer_track_total_residual_m,forward_backward_error_px,original_frame_id,q_t,seed_frame_id,static_depth_residual_m,static_projective_error_px,static_track_axis_residual_m,static_track_perpendicular_residual_m,static_track_total_residual_m,track_id,tracking_confidence,u,v
0.0,seed,3.4160001277923584,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,0,1.0,136.0,24.0
0.0,seed,3.2320001125335693,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,1,1.0,144.0,32.0
0.0,seed,3.3460001945495605,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,2,1.0,160.0,32.0
0.0,seed,3.4140002727508545,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,3,1.0,168.0,32.0
0.0,seed,3.063000202178955,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,4,1.0,96.0,40.0
0.0,seed,2.8570001125335693,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,5,1.0,120.0,40.0
0.0,seed,2.954000234603882,0.0,0.0,-0.025858664813338095,0.052069551404504165,0.058136982458628444,0.0,177,0.0,177,0.0,0.0,-0.08759048178607202,0.05206955140450427,0.10189862944604568,6,1.0,136.0,40.0
2.9786838231734016,drawer,2.9230000972747803,0.04964359704463428,8.12344003631207,0.025858664813337713,0.05206955140450438,0.058136982458628465,0.5642682313919067,191,0.12346363394546822,177,0.010527034352052933,13.647841897854336,0.08759048178607202,0.05206955140450427,0.10189862944604568,6,0.02764573776687147,143.6357879638672,32.179046630859375
0.0,seed,3.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,7,1.0,144.0,40.0
0.0,seed,3.0980000495910645,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,8,1.0,160.0,40.0
0.0,seed,3.1530001163482666,0.0,0.0,0.04492934189020941,0.05056865358642623,0.06764491472558233,0.0,177,0.0,177,0.0,0.0,0.021540215216376026,0.04848464555196722,0.05305413957334237,9,1.0,168.0,40.0
1.145065251245374,static,3.1020002365112305,0.0035703282569450323,4.182252594766321,-0.001512141947431763,0.006025932970065694,0.006212764395090761,0.954148530960083,184,0.019908451540738836,177,0.013457046561581976,3.2835844426226335,-0.0049928170805264285,0.004405304695023332,0.006658448156709719,9,0.19913853665432252,161.02606201171875,32.03434753417969
1.2361047187133762,static,3.0890002250671387,0.00918363341258388,4.5834763836168895,0.0015487232906512536,0.005925547873750598,0.006124594797626687,0.7239936590194702,185,0.03180521933127545,177,0.024919922115222093,3.2028822512844024,0.009964815948093297,0.007866174569593822,0.012695442459351272,9,0.24424877301423914,160.52308654785156,31.641454696655273
1.1693219150978376,static,3.0990002155303955,0.004496468215581917,5.200758353356724,-0.017022735021997446,0.0054175788610526625,0.017864032813025815,0.8352822661399841,186,0.045213219262714155,177,0.01771409652008815,3.246653559102942,0.0048013575668833285,0.0058375420558504304,0.00755843447672137,9,0.1650592934048538,160.1566619873047,31.22145652770996
0.0,seed,3.755000114440918,0.0,0.0,-0.05043840969319295,0.07565284887300107,0.09092517096480775,0.0,177,0.0,177,0.0,0.0,-0.05064586141703795,0.0748613772090576,0.09038378768512981,10,1.0,80.0,56.0
1.486767929796777,ambiguous,3.766000270843506,0.03796690787659607,3.433067231577526,-0.04112160714282155,0.02158086867300165,0.04644050459124983,0.7698531746864319,178,0.0,177,0.03796690787659607,3.433067231577526,-0.041329058866666546,0.020947473743607965,0.04633452020948888,10,0.2261012569268554,79.22000122070312,56.180755615234375
1.9092145263332514,ambiguous,3.7360000610351562,0.02432878859610188,5.429228303699513,0.00014115338546527334,0.00012442795359217233,0.00018816639940075333,1.3705494403839111,180,0.0,177,0.02432878859610188,5.429228303699513,-6.629833837972667e-05,0.0008774517976640614,0.0008799529117491492,10,0.14813151224399868,78.69405364990234,56.294158935546875
2.810712860747764,ambiguous,3.749000072479248,0.05230104386625101,7.464203951475413,0.00022265044457623218,0.03591522575151048,0.035915915887005184,0.7320117354393005,181,0.00019289409045231132,177,0.05220432632151617,7.46902129524948,0.0002080928111832833,0.036716306302044144,0.03671689598922535,10,0.06015975187716351,79.17105865478516,55.994659423828125
2.175569955578516,ambiguous,3.7090001106262207,0.011925915547633004,6.465130486909447,0.0315406212746143,0.003471493653890385,0.03173108977923156,1.3709216117858887,183,0.00917081126755237,177,0.007332859367926492,6.708348792420346,0.04050398081832148,0.004185713898486104,0.040719683974349975,10,0.10841971866016412,78.11924743652344,56.22752380371094
0.0,seed,3.4830002784729004,0.0,0.0,-0.019637886409516823,0.0555206031582193,0.05889128931926654,0.0,177,0.0,177,0.0,0.0,-0.019637886409516823,0.0555206031582193,0.05889128931926654,11,1.0,88.0,56.0
1.314265021898474,ambiguous,3.495000123977661,0.036210201154016186,2.8583654288319478,-0.019149356516256,0.008984482912881488,0.021152276194266552,1.1846717596054077,178,0.0,177,0.036210201154016186,2.8583654288319478,-0.019149356516256,0.008984482912881488,0.021152276194266552,11,0.26865311015567445,87.03877258300781,55.64096450805664
1.7280798222763227,ambiguous,3.4690001010894775,0.025103574266982065,4.830271549708826,0.018634665140340383,0.00881681647384338,0.020615212771787076,1.2615995407104492,180,0.0,177,0.025103574266982065,4.830271549708826,0.018634665140340383,0.00881681647384338,0.020615212771787076,11,0.17758466881012866,86.74950408935547,55.65093231201172
2.4910897114375783,ambiguous,3.4670002460479736,0.037117500628216504,6.935426393264484,0.03332305311872914,0.036950335577327575,0.04975694090708113,0.7102950811386108,181,0.00019289409045231132,177,0.03702078308348078,6.940709754455583,0.0335159472091812,0.03695033557732755,0.049886330959549814,11,0.08278230395425933,87.1761245727539,55.462188720703125
0.0,seed,3.260000228881836,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,12,1.0,96.0,56.0
0.0,seed,2.9190001487731934,0.0,0.0,0.06700241956701186,0.027418120415709964,0.07239528682838589,0.0,177,0.0,177,0.0,0.0,0.03629620228499256,0.026227285103047806,0.04478040625306622,13,1.0,112.0,56.0
1.1113796972128578,static,2.9090001583099365,0.04080784109502433,3.058609548240388,-0.00012970929832437653,0.004121261973210491,0.0041233026512618055,0.6077350378036499,184,0.019908451540738836,177,0.03092112279038739,2.3954815617459957,-0.010927475039604936,0.006702251862104199,0.012819122074630077,13,0.30275593875898715,105.01809692382812,48.908103942871094
1.0790738263251103,static,2.9090001583099365,0.04696719751599154,2.9824088663619044,0.00012970929832433717,0.004121261973210927,0.00412330265126224,0.6989017128944397,185,0.03180521933127545,177,0.031230908813353775,2.2345354185113346,0.0012287113475804472,0.005112137115517423,0.005257725502869445,13,0.32791895787635517,105.0333480834961,48.93354034423828
1.3411483164919624,static,2.9210002422332764,0.06575872596214172,3.146560592225284,-0.01724310765489321,0.01585255793685807,0.02342281696849631,0.7275002002716064,186,0.045213219262714155,177,0.04354816122647165,2.3496001923837913,-0.002736105674198368,0.013800364514518923,0.014068984860108906,13,0.1313966196588483,104.93035125732422,48.3913688659668
0.0,seed,2.705000162124634,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,14,1.0,128.0,48.0
0.0,seed,2.765000104904175,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,15,1.0,136.0,48.0
0.0,seed,2.8010001182556152,0.0,0.0,-0.031471649558962554,0.04544150199885539,0.055275626001648565,0.0,177,0.0,177,0.0,0.0,-0.06491662834193282,0.04839531380503069,0.08097082828755076,16,1.0,144.0,48.0
1.4819789207136218,drawer,2.764000177383423,0.014276975997014496,4.3150664476456075,0.0014636668758626053,0.004659049689430122,0.004883550422804736,1.1161242723464966,185,0.03180521933127545,177,0.0014593127056237165,5.832508141375905,-0.00017609257583223132,0.001980755960450089,0.0019885680199887013,16,0.1760031141709978,144.82598876953125,41.34663772583008
1.3948231488899634,drawer,2.750000238418579,0.005063003869351768,4.16720448911441,0.00796848086202402,0.005183609079080296,0.009506129093020288,0.9074177145957947,186,0.045213219262714155,177,0.0171475608663183,6.33897818381122,0.019736721341767908,0.007990032768936017,0.021292693417491085,16,0.2468880345070962,144.85150146484375,40.923213958740234
0.0,seed,2.8910000324249268,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,177,0.0,0.0,0.0,0.0,0.0,17,1.0,160.0,48.0
0.0,seed,2.938000202178955,0.0,0.0,0.05592697176908272,0.03746131778030585,0.06731401415082029,0.0,177,0.0,177,0.0,0.0,0.029224110256221684,0.037384354169755045,0.047451433665986135,18,1.0,168.0,48.0
1.3346862607898509,ambiguous,2.9250001907348633,0.01772615808747613,4.341195316904395,-0.01095174500514419,0.01874381228030235,0.02170878203531727,0.8702211380004883,183,0.00917081126755237,177,0.01313310190776873,3.881017382787231,-0.02848379525045272,0.01947630641761054,0.034505841585771684,18,0.24245080526075005,160.9575958251953,40.354278564453125
1.2222898777642484,static,2.8940000534057617,0.002631598260407486,4.537011495138158,0.005425107427995065,0.005484458873522482,0.007714342469753772,0.6032485961914062,184,0.019908451540738836,177,0.01251831656504443,3.5446366532321725,-0.001369302544127256,0.007412309955048269,0.007537727000035292,18,0.2879074583221063,160.7930908203125,39.70368194580078
1.1381058507180206,static,2.9010000228881836,0.010997309082405593,4.960123513778026,-0.008848820091193137,0.002234570860684668,0.009126605280043852,1.146060585975647,185,0.03180521933127545,177,0.0047389796202326195,3.395767733936141,-0.0037464622727787474,0.0010008551376803636,0.003877846124845038,18,0.3194086349731491,160.3004608154297,39.145042419433594
1.0942113474298634,static,2.892000198364258,0.005399985565981424,5.194263989828843,-0.005262868654292311,0.008440187929475958,0.009946585281251261,1.2139326333999634,186,0.045213219262714155,177,0.016810579169688644,3.030855681648982,0.013247489095560807,0.007617769504000057,0.015281569930902903,18,0.29867440448590765,160.20704650878906,39.1126594543457
0.0,seed,3.0460002422332764,0.0,0.0,0.05235821306449678,0.05413932841523697,0.07531566474884309,0.0,177,0.0,177,0.0,0.0,0.03155069804319887,0.05469666819525026,0.06314405798390228,19,1.0,184.0,48.0
1.315607341549219,ambiguous,3.010000228881836,0.007422196774716561,4.304492731533778,0.006433914120701549,0.010702685352082065,0.012487702937619662,1.1749526262283325,183,0.00917081126755237,177,0.012015252954423516,3.8425699260684483,-0.0052027896330438615,0.011588761018730565,0.012703086314551979,19,0.24784435452692993,176.8957977294922,41.0282096862793
1.4131290954316291,ambiguous,2.995000123977661,0.01208095855450475,4.889215672540045,0.0058417558032389065,0.004372888766762712,0.0072971410176284075,0.20795857906341553,184,0.019908451540738836,177,0.021967676859141694,3.9061360272836234,0.004942692322679718,0.004364078098139216,0.0065935866600307464,19,0.2405972477925964,176.50064086914062,40.299503326416016
1.5161772687773387,static,3.000000238418579,0.0002564537412625967,5.9459512808304575,-0.014166364773583653,0.005654277197385251,0.015253089573037412,0.8095985651016235,185,0.03180521933127545,177,0.01599274244390081,4.387533208652804,-0.003168660463606131,0.004882642143810895,0.005820704720060869,19,0.2194791470968438,175.4720916748047,39.45351028442383
